SalePrice,id
123267.03364234095,1461
162770.23800503177,1462
190103.38561288558,1463
198726.73613186524,1464
177441.63219655113,1465
172536.86237423474,1466
177455.12658204915,1467
164303.74298773098,1468
178642.69329662918,1469
127286.37427037231,1470
192661.42693364888,1471
91730.7993004755,1472
99591.40021968464,1473
149647.74290890442,1474
123636.61815283725,1475
392575.32197653817,1476
247186.90187148697,1477
283821.4950565781,1478
264256.9650576329,1479
512955.611950109,1480
335898.87814833055,1481
210636.6570923685,1482
168179.28206927847,1483
168776.47115782643,1484
176413.37455063188,1485
189514.75035175102,1486
354668.2633276354,1487
209285.28454346434,1488
206747.39117705508,1489
216168.3574979604,1490
184469.34212736247,1491
98252.88568167338,1492
181055.05337994907,1493
289999.2831331918,1494
285723.10771471524,1495
243058.54591325743,1496
173877.63921142396,1497
160616.38947540996,1498
153436.3490577969,1499
142493.64452863266,1500
191860.6499006155,1501
137611.2429783667,1502
306530.87665386987,1503
236811.09134026454,1504
230214.71213398577,1505
195077.64619101543,1506
265060.9248065077,1507
209441.65739824012,1508
169233.7454247178,1509
145542.8177685977,1510
139513.77242308157,1511
165328.4592088425,1512
141765.12614950302,1513
164398.1334421701,1514
210715.50773764122,1515
157900.19841040426,1516
158875.28053170943,1517
128680.47915791131,1518
208627.28399130292,1519
136206.70344926583,1520
133323.19177338682,1521
166589.48561782864,1522
114965.9352271733,1523
128821.47458326917,1524
127088.88907276007,1525
117090.95266604087,1526
101000.47403810991,1527
128752.78940396821,1528
153378.77276830695,1529
177170.30943343963,1530
105990.45868383924,1531
92036.93607480622,1532
138589.4756610134,1533
121524.25489904135,1534
147342.8629078551,1535
104398.93637349727,1536
77507.04797169192,1537
149272.07093250702,1538
187560.6263038644,1539
80196.55150827573,1540
146190.02784355672,1541
136588.90435122742,1542
229160.83142624126,1543
72182.56325365999,1544
103950.56335295587,1545
132585.2716893405,1546
140470.78245754357,1547
133217.15959308317,1548
106409.13517302438,1549
136861.99414587434,1550
107149.66618175578,1551
158435.5146690283,1552
158155.3016095538,1553
120178.5534177515,1554
168218.6357498914,1555
79962.63676293865,1556
103957.27384578629,1557
88574.13302757371,1558
57274.06880319816,1559
124516.87796074915,1560
148463.38823596793,1561
127310.29493242476,1562
118027.45466466613,1563
154267.4415651577,1564
145641.24587652105,1565
225414.38494115032,1566
73774.53820124338,1567
224927.01737323953,1568
145071.2842892691,1569
128856.25299192012,1570
110428.20310199214,1571
144057.93067116733,1572
232930.73950680712,1573
110701.53687831415,1574
221519.20761470485,1575
242254.49589937777,1576
201706.41882381105,1577
145184.33064681178,1578
147547.25444433859,1579
189471.73881862286,1580
148104.30579269043,1581
128113.11934296193,1582
338898.7646624779,1583
219367.24728538873,1584
141145.92580714857,1585
80177.81462112779,1586
107925.96908950162,1587
151934.18637152872,1588
102124.65730753088,1589
131918.6197122155,1590
98484.26914238106,1591
108997.34935632495,1592
124052.4702504645,1593
144502.17783554032,1594
105228.69669393501,1595
247054.5964205875,1596
176781.70374625377,1597
212695.86069891407,1598
175199.73210054063,1599
164034.35393364637,1600
74286.38511511694,1601
109613.71692852501,1602
69319.14737090157,1603
268143.3669472082,1604
233542.1860304044,1605
169364.3942956913,1606
155132.9636975295,1607
207658.9476889066,1608
194769.45888237204,1609
153727.32565317964,1610
132472.23244791292,1611
160013.892029235,1612
151007.723630929,1613
124893.789186494,1614
84375.99050544025,1615
69498.12760545983,1616
92625.30536661633,1617
122080.70869545455,1618
136662.198567012,1619
173995.62325512702,1620
133538.09803952376,1621
142782.7380510313,1622
262758.7409948504,1623
202458.69746335878,1624
127765.20748363875,1625
159398.72796380948,1626
185080.0697652149,1627
269469.01115839236,1628
185309.63783475818,1629
387793.1444075963,1630
228854.33304839346,1631
245154.90136534563,1632
165491.77777423366,1633
192057.8961854301,1634
183474.55958161035,1635
152567.62210096157,1636
198812.23252171162,1637
187334.88027271244,1638
184302.88936606623,1639
251930.07256116433,1640
178369.1857459949,1641
225165.51292110665,1642
228136.3047677791,1643
217988.22255712663,1644
204044.2259047678,1645
156776.5742138777,1646
153626.50481333496,1647
131828.00832206444,1648
140553.27823341434,1649
120449.48050624912,1650
116941.49749722249,1651
93265.770616667,1652
95002.74352178442,1653
153559.44179941723,1654
152975.52596848598,1655
143916.98635065163,1656
155676.59125945473,1657
139302.0523629826,1658
131084.6461672764,1659
154773.7926831311,1660
458664.38667061424,1661
446722.10588244407,1662
413800.5253037684,1663
222813.90914888208,1664
306911.48388260894,1665
303851.428911855,1666
366512.4675752835,1667
324885.69385720405,1668
302472.2990915427,1669
351738.0305187991,1670
254215.35316071854,1671
493805.8360970195,1672
297515.69791416096,1673
240953.43854765693,1674
182027.62145214784,1675
179293.67260442962,1676
223877.13733320948,1677
459091.0869454675,1678
374349.02534620947,1679
357571.43632366945,1680
247207.155791843,1681
312371.63656889205,1682
166474.17855855648,1683
168351.68635808956,1684
172792.09579122055,1685
168867.76606937704,1686
166317.2387478901,1687
190309.9495655051,1688
196055.57274352,1689
198198.5613616309,1690
178091.95062863108,1691
267695.9276695422,1692
165657.03344099715,1693
188985.0121561373,1694
167618.0935512148,1695
315866.8693342965,1696
174709.19877962107,1697
408666.5313622755,1698
331584.27465227456,1699
234468.34562659886,1700
270963.77410167735,1701
251237.47490540898,1702
267171.1999629029,1703
282991.32851703453,1704
233870.39618934266,1705
446736.7614714203,1706
215276.50904568002,1707
198066.8883388853,1708
297944.6124902924,1709
218434.09827547433,1710
248201.67326495028,1711
283632.8251481755,1712
275290.1728062035,1713
228218.72317297274,1714
211272.7117939134,1715
193619.57387497654,1716
181111.61539580155,1717
134125.15661055458,1718
195783.4627236597,1719
238657.01150998543,1720
166400.5287291671,1721
129404.31116559652,1722
153320.59656005361,1723
211153.55268485288,1724
245098.8060937006,1725
175945.22147854193,1726
146619.77102418392,1727
174509.8602473931,1728
163017.2631172419,1729
155186.97265377492,1730
122016.11427907867,1731
133741.98521588047,1732
113757.23504206513,1733
117260.36839835107,1734
126845.95161949379,1735
121069.77874203757,1736
321610.2712726009,1737
208318.7500304366,1738
264290.0689254839,1739
226650.14281577925,1740
198011.65901205174,1741
187736.55249635433,1742
177964.33419192716,1743
330528.64599912835,1744
206965.71376030674,1745
180262.58834875925,1746
225072.40718581472,1747
241556.33406044453,1748
150908.8367531566,1749
124471.86925836041,1750
241092.17237943038,1751
124083.09841055806,1752
138703.74420568498,1753
206347.21896707584,1754
166087.6947761988,1755
130378.58986544929,1756
124160.06043605082,1757
154485.06913455753,1758
164501.29721359262,1759
164190.85236955862,1760
140662.4056822868,1761
182349.20722728645,1762
166687.31051832496,1763
115780.9151089768,1764
122808.29969927178,1765
175371.29449989245,1766
207691.7686869085,1767
152149.2281393172,1768
182527.8092456924,1769
145800.878142191,1770
127903.1611378909,1771
135857.40776497588,1772
149349.03181314,1773
125940.59363380709,1774
147984.24686686453,1775
125139.29924869134,1776
117002.67111635076,1777
135343.06546104266,1778
121527.9315730843,1779
169857.9263863866,1780
122077.2139403769,1781
93713.65921377705,1782
147383.205887511,1783
114759.97673156201,1784
125809.90455356645,1785
164307.98287893436,1786
159638.15817208006,1787
59991.630277588076,1788
101073.51764237866,1789
78440.81730905805,1790
165381.9445969236,1791
149394.39421939637,1792
107135.4726804074,1793
153461.3130283304,1794
132918.02917562405,1795
127577.41084825178,1796
116028.6863150092,1797
128172.01763861126,1798
113519.91263763414,1799
134297.52210322776,1800
120885.87882212625,1801
134692.49206260932,1802
144714.99044222737,1803
143973.19626054814,1804
134332.3712692738,1805
116047.41430682303,1806
133025.336177834,1807
119520.84354792516,1808
116741.34461543629,1809
157982.27152226126,1810
92288.04882856824,1811
93444.66810464495,1812
131693.45311834587,1813
109817.78898445293,1814
51618.2795693264,1815
92810.85167278512,1816
108727.56355781807,1817
147317.3145633014,1818
127945.29214870665,1819
41770.55950914147,1820
105249.53520865376,1821
146718.66477183998,1822
40155.23130815115,1823
135779.77450547722,1824
133522.40685388088,1825
101470.04074920269,1826
105642.07169283304,1827
136653.9412427716,1828
106979.1554163561,1829
138513.61731683623,1830
167549.35648994322,1831
74733.04840631706,1832
148793.96709595577,1833
121522.4273086769,1834
138245.78182166518,1835
130284.90854346247,1836
88310.79897999749,1837
115314.79907941312,1838
89580.69023378038,1839
172718.27912027074,1840
132949.0093264556,1841
76970.09545757812,1842
130061.1900439409,1843
147547.7230410699,1844
131954.1599342284,1845
143685.5715822143,1846
157167.17421268046,1847
60983.558043291756,1848
110621.05967789414,1849
117474.93817401136,1850
155548.5679979593,1851
126241.51535118649,1852
127123.05290279098,1853
173414.98460936875,1854
135869.59087373942,1855
214200.31141010902,1856
130836.58474800366,1857
137043.90910577832,1858
122568.5770414847,1859
148646.2186864005,1860
122777.12099311734,1861
383289.7509121124,1862
366017.71199254115,1863
382268.2312221146,1864
327971.19317362795,1865
335308.7059462731,1866
244423.4005787002,1867
303364.2381539851,1868
196081.61426911686,1869
235055.70502801848,1870
261697.40521450216,1871
170425.1150033791,1872
235421.31369889757,1873
146036.33853558687,1874
190460.5688658195,1875
194289.00896260265,1876
209510.88540158694,1877
198722.86345103214,1878
128503.88115285295,1879
137161.09534316565,1880
230750.7607886187,1881
246955.0152432083,1882
179444.48827359948,1883
202343.6515716442,1884
241577.40719327316,1885
307006.59840481466,1886
200720.93046931745,1887
277544.9617897485,1888
142227.40664981672,1889
113377.49001262245,1890
136048.0368825091,1891
110561.54694649787,1892
127650.0126903774,1893
128591.59801019591,1894
136125.28618212562,1895
129581.97679367357,1896
124024.3240282631,1897
105122.27435152383,1898
153751.8074102437,1899
140943.14415473753,1900
169112.04407939038,1901
137252.61157321202,1902
206959.2842670599,1903
154037.53513811983,1904
192986.60017713916,1905
151126.90769402005,1906
199731.80134852277,1907
109409.1300587599,1908
132584.564738537,1909
114083.93874940056,1910
220742.11825339813,1911
320994.1966933689,1912
141823.74252493153,1913
44827.251289960506,1914
331701.40822836285,1915
58811.92219727194,1916
256130.66379459444,1917
141317.07625929706,1918
160198.5338482666,1919
124897.72801591443,1920
464721.5769339916,1921
345990.00313768425,1922
208669.50549637788,1923
226101.87639579902,1924
190775.5359836981,1925
411123.1852283807,1926
137654.54890086158,1927
139011.47887610356,1928
127537.74283233185,1929
132895.17404575704,1930
138771.09403378738,1931
140174.5224485936,1932
197899.86195407595,1933
182182.48614030625,1934
171221.0510099253,1935
191288.00251128277,1936
179447.07351386207,1937
172306.6915432855,1938
255046.75932372018,1939
183259.78660539247,1940
174228.8712851673,1941
189287.27074375082,1942
189976.90692766072,1943
379383.5249120252,1944
401109.2498822941,1945
127870.06590400454,1946
334911.9870642125,1947
186730.24152627954,1948
245516.73566265102,1949
188654.64061902338,1950
260593.9248639162,1951
195756.16318195223,1952
166466.79655272886,1953
174211.00254240356,1954
133288.82274112065,1955
296215.7078818574,1956
147626.68531463834,1957
340573.32545239973,1958
136569.57451595672,1959
118906.18307917195,1960
123861.73534384828,1961
96374.32389548438,1962
99030.42243478043,1963
118100.54728938217,1964
144969.78858760977,1965
145241.73943394766,1966
270812.59901033255,1967
462188.8591422466,1968
420343.1729579538,1969
446140.49670703843,1970
466326.9736967107,1971
420213.12137032324,1972
244467.22758540406,1973
328679.9030329663,1974
306479.6160196589,1975
278444.2092318179,1976
363618.0587655356,1977
386370.31140370265,1978
335324.6358964259,1979
215154.98812013926,1980
345725.92523985775,1981
220725.25385708804,1982
208997.0421881478,1983
165898.76709779707,1984
230474.95987145335,1985
220149.49463934475,1986
175895.181801053,1987
177273.59134737743,1988
190668.1934719693,1989
217246.95785961061,1990
242512.54288546188,1991
213325.77661187053,1992
156541.12625630328,1993
246565.18199706357,1994
187725.42995385604,1995
236056.88645273785,1996
291935.6825188393,1997
367584.15233708464,1998
258194.10307095989,1999
313703.5689268855,2000
240626.14225370417,2001
247486.83735483832,2002
266742.00661858416,2003
259059.99164586738,2004
206965.9681628867,2005
234877.74828258978,2006
253747.8739793328,2007
226948.33237435136,2008
199496.59528031785,2009
197368.98461192375,2010
146095.70333616933,2011
182194.7012309234,2012
188032.17860306223,2013
185339.0736635588,2014
205213.31338778525,2015
193544.58786059738,2016
197748.09141024988,2017
127011.23824649012,2018
129930.08028262467,2019
109188.29731650196,2020
109891.9756055595,2021
181264.0838257583,2022
139361.6464860911,2023
254109.45761489152,2024
351281.9359700552,2025
176044.19574144328,2026
156016.12978814624,2027
149446.1177443979,2028
182381.49971262823,2029
287657.4865822369,2030
232205.15015910153,2031
249578.80187523577,2032
273015.05228855636,2033
160023.14831858856,2034
219168.49300087956,2035
190887.2627049395,2036
191100.45388167442,2037
262472.14300460165,2038
225667.5474397434,2039
248205.7947712092,2040
292660.3464303597,2041
194789.06153311094,2042
171134.66210026012,2043
166847.84736124414,2044
214816.46100792917,2045
139188.37670698404,2046
140486.209077379,2047
141295.49594303803,2048
135199.8544267677,2049
182982.88455745918,2050
112343.12969695832,2051
132561.0088712363,2052
145576.60555425627,2053
72136.29711456803,2054
158448.17814498502,2055
142767.82477285332,2056
110350.93751966396,2057
224583.87698724034,2058
139931.8113356262,2059
167927.07333687044,2060
170011.63563985538,2061
135319.6994530688,2062
114827.8387803333,2063
152185.19461210934,2064
116498.21190947345,2065
149817.2336733411,2066
101358.12317421341,2067
128883.38657373526,2068
90033.29394155915,2069
113441.43392560756,2070
91171.4708411412,2071
114517.12943822448,2072
142459.42384106372,2073
184842.06016508304,2074
146077.20604479223,2075
130614.43247537146,2076
168629.29774011226,2077
138084.79633413628,2078
132786.63719387384,2079
120082.49345620502,2080
126176.46678687372,2081
138355.29661935056,2082
148905.09011393136,2083
118668.7160015251,2084
122615.32127887219,2085
119611.81159417998,2086
124344.87486540973,2087
96230.14708445588,2088
75414.02370719398,2089
119906.3308172232,2090
117226.69914466619,2091
119616.79744760258,2092
118797.81588847266,2093
115909.86784686809,2094
138678.17426782122,2095
72702.61588058822,2096
87442.98780268381,2097
152892.49868440948,2098
53437.69601260238,2099
76404.18195736205,2100
125662.81774537386,2101
117969.45871474387,2102
105435.94298647883,2103
126408.15561491097,2104
130878.66275031463,2105
74414.10501794427,2106
222168.64079874748,2107
115475.74893458223,2108
113683.83920910349,2109
128332.49967316503,2110
139488.12140317692,2111
139000.53853973848,2112
115280.84835829579,2113
110461.36596163234,2114
161543.7938973906,2115
122652.3009972114,2116
157032.71463875606,2117
119530.51978290427,2118
99268.56088538298,2119
107135.41852918257,2120
76123.27001397338,2121
109792.20280636685,2122
85111.88265316843,2123
166669.1433531238,2124
131936.6154196751,2125
139942.76962979656,2126
158166.00941649446,2127
116631.47577198604,2128
103022.59230016537,2129
150752.54980484294,2130
152027.76398464496,2131
119313.04520626937,2132
128813.28574687442,2133
132814.70359528557,2134
100446.14180459447,2135
69813.19959997434,2136
122772.85350829242,2137
131834.15313903746,2138
147117.47313505,2139
142589.1127585576,2140
145666.3147245225,2141
124124.51783623236,2142
149637.82446224222,2143
112957.29841013266,2144
135246.35100473138,2145
156192.97435183363,2146
131526.80202977985,2147
131616.92413317767,2148
149360.44168436443,2149
231583.71255955147,2150
104112.48890212958,2151
157360.13153816713,2152
174872.67434185528,2153
108602.10256143552,2154
130793.57427391806,2155
307070.82857484784,2156
229464.68893940543,2157
218733.15290861684,2158
191007.90724566305,2159
165423.4178214657,2160
248324.52964340107,2161
334970.2479966558,2162
341370.7206302122,2163
256961.85807282297,2164
195477.60660932507,2165
150851.89903884789,2166
230021.7394429199,2167
210223.90857212458,2168
203684.2620847772,2169
227760.45844508344,2170
151259.93654421705,2171
132988.77445075972,2172
162450.88062324212,2173
229789.87647924048,2174
345097.85669116984,2175
324528.2355324853,2176
255036.08648948005,2177
200492.54225665473,2178
143202.88142981433,2179
223537.74172444572,2180
190117.85507113003,2181
215450.46908427498,2182
191586.710733408,2183
124122.08893817359,2184
103195.22799559282,2185
139883.06946900047,2186
149760.72656938038,2187
146420.31704074508,2188
224812.23795391442,2189
92351.42254804721,2190
84891.06719712363,2191
96828.757665144,2192
106379.88355796464,2193
104638.5587378871,2194
111551.7495950167,2195
103454.4919117232,2196
115347.11318435623,2197
163070.97339693192,2198
180547.97484052536,2199
148116.37838090872,2200
142424.73687406417,2201
209079.768507303,2202
139146.02309334683,2203
195632.72383271408,2204
117263.4080854042,2205
169020.27601024113,2206
234987.3425027211,2207
251566.1252855622,2208
254770.17509030973,2209
123813.48610977079,2210
116978.28116230301,2211
123305.01023386784,2212
106816.09311688713,2213
128037.77911949872,2214
102031.36083330128,2215
165550.09404625773,2216
84718.0207346871,2217
61174.22978999638,2218
65352.81370680248,2219
39581.94663206562,2220
331391.2268856127,2221
282576.6221612152,2222
279345.03221289656,2223
193988.56032661328,2224
108040.44984625468,2225
190774.7098644301,2226
207527.8679272109,2227
250763.10470277793,2228
245352.96273032104,2229
158404.11524893148,2230
206893.33537440098,2231
175233.57109371424,2232
158227.89252793114,2233
236756.6560777665,2234
214806.33630677857,2235
253786.27589600653,2236
364163.8426887139,2237
199293.713218903,2238
102990.7883120039,2239
155346.17670709096,2240
186108.35426979332,2241
123331.5763730505,2242
123518.85225996778,2243
101144.35340666727,2244
100076.9951846479,2245
139419.71450455254,2246
106410.41300798308,2247
126335.59124213259,2248
125132.90374180186,2249
135982.78328472082,2250
108766.56897010074,2251
166997.28039687139,2252
150195.30095574204,2253
178800.92451012944,2254
189680.7286832545,2255
191470.39759730097,2256
224435.0786284434,2257
174584.44865993166,2258
178936.06898027184,2259
150121.1240167723,2260
183385.07586270405,2261
203733.79556977114,2262
370905.5699161369,2263
415233.1035773987,2264
164231.45971330468,2265
322979.53611117264,2266
360224.9438989295,2267
430192.64089313056,2268
148596.92129260235,2269
187223.80914667776,2270
228489.2876162936,2271
189363.77873432517,2272
170618.06727781138,2273
176268.9771275047,2274
